YearMonth,LangName,CommitCnts
2018-4,Haskell,41428
2020-10,QMake,58916
2020-10,Classic ASP,1162
2016-2,Csound,2763
2007-7,Batchfile,1088240
2020-1,Nextflow,526
2019-5,Scala,70331
2011-4,Mako,355714
2008-2,Bison,4733239
2006-12,Bison,3603283
2019-2,Roff,434510
2015-3,Perl 6,251977
2014-3,Perl 6,260756
2013-9,Mako,529619
2016-6,Clojure,334506
2017-10,Modula-2,9034
2014-3,Fortran,184690
2009-6,Roff,1151120
2010-1,Fortran,69356
2010-1,Slash,28082
2010-1,SystemVerilog,24786
2016-1,Mako,175423
2012-1,Roff,999397
2012-11,Ada,224408
2014-5,Bison,1791270
2015-7,Ragel in Ruby Host,30066
2012-12,Slash,53924
2011-10,Haxe,147180
2016-4,DIGITAL Command Language,258156
2012-10,Scheme,298517
2008-2,Perl 6,313306
2000-12,Ada,129588
2003-8,Forth,40128
2003-8,GDB,32509
2007-10,Ada,458551
2012-3,Kotlin,150451
2020-5,Rust,67477
2015-4,Slash,45445
2013-8,NewLisp,45039
2018-12,Mako,27278
2002-2,Modula-2,27144
2014-4,Rust,188167
2006-11,sed,18876
2002-1,Ada,165912
2003-1,Scheme,141143
2001-6,M4,73690
2001-10,Ruby,189192
2013-11,Modula-2,25731
2004-11,SWIG,9088
2004-11,Vim Script,9540
2009-7,VBA,2712
2008-3,Go,279350
2009-5,Mathematica,44586
2000-8,Ada,132545
2000-8,Matlab,100262
2012-6,sed,49307
2007-8,Slash,54832
2007-2,Mathematica,55173
2007-5,NSIS,225255
2009-10,Ragel in Ruby Host,27163
2002-3,Go,138535
2005-6,Slash,56088
2001-11,Modula-2,51286
2000-5,NewLisp,29781
2011-11,Ragel in Ruby Host,71279
2007-9,AppleScript,91802
2008-9,Scheme,176535
2008-9,SystemVerilog,29049
2020-8,Kotlin,72191
2008-11,Ragel in Ruby Host,19553
2000-1,Common Lisp,29082
2006-6,NewLisp,29468
2010-8,Kotlin,101585
2006-6,C#,250943
2012-10,VBA,2117
2009-10,VBA,4492
2011-8,Vim Script,25498
2004-8,Groff,262155
2018-2,Mako,53317
2018-5,VBA,8307
2018-5,sed,391324
2007-5,AppleScript,69143
2003-3,ANTLR,786
2003-8,ANTLR,447
2003-4,Groovy,6596
2020-6,Puppet,18940
2019-9,SystemVerilog,8435
2001-11,PowerShell,11498
2006-1,ANTLR,3058
2017-5,Cuda,81825
2005-9,C#,306751
2019-10,NewLisp,7860
2018-11,AspectJ,4960
2018-12,Jupyter Notebook,118757
2020-3,ShaderLab,15628
2020-1,PLpgSQL,77890
2019-8,Perl 6,21997
2019-5,AspectJ,5169
2017-8,DIGITAL Command Language,247136
2006-7,XML,187114
2014-12,Cython,30155
2020-4,Cython,75923
2016-11,Mercury,3981
2015-2,1C Enterprise,91899
2005-11,OCaml,103637
2017-9,Modula-3,410
2019-2,SQLPL,69857
2014-7,1C Enterprise,13803
2015-1,LilyPond,15625
2001-2,Cucumber,5630
2005-3,PLpgSQL,165556
2003-5,AppleScript,39285
2004-2,FORTRAN,145828
2013-9,AMPL,167058
2007-5,Cucumber,123617
2008-8,FLUX,36863
2007-1,FORTRAN,152781
2020-8,NASL,28472
2008-12,Inno Setup,46482
2005-12,Cython,3675
2012-1,QML,84212
2009-1,Tcl,359717
2000-5,PLSQL,9295
2009-12,Cython,4838
2014-4,AMPL,162555
2014-4,PureBasic,7399
2014-2,Less,63459
2012-10,AMPL,156393
2003-8,Groff,175103
2016-3,PAWN,52927
2020-4,M,2496
2018-5,Crystal,6444
2009-11,Vala,11604
2011-11,Cuda,59528
2018-11,Apex,4329
2018-5,LLVM,199335
2000-8,FORTRAN,105528
2013-3,CLIPS,119036
2007-6,Rebol,38928
2000-2,FORTRAN,90647
2015-1,Pure Data,54466
2008-6,E,38690
2000-7,DTrace,39344
2015-8,Dart,98821
2015-9,D,103591
2007-2,Rebol,42332
2007-1,Nemerle,26396
2008-7,E,39134
2005-4,GAP,189092
2011-8,Nemerle,17553
2013-2,EmberScript,37636
2000-11,DTrace,61444
2013-12,E,27454
2019-6,EJS,16811
2007-5,Elixir,41744
2005-12,Eiffel,27361
2015-3,Standard ML,169176
2007-2,Meson,8988
2013-2,CLIPS,98183
2006-3,Inno Setup,44098
2006-2,Arduino,7857
2019-4,Verilog,13743
2017-1,Handlebars,49878
2017-10,FreeMarker,75580
2000-12,Meson,1661
2019-10,Coq,4982
2020-12,OCaml,18440
2014-6,Diff,32170
2010-8,Diff,33528
2016-6,Haxe,16414
2011-3,SAS,140035
2018-7,Blade,8275
2014-3,FLUX,128888
2020-2,LookML,75
2012-6,Module Management System,87460
2011-11,Clarion,17787
2007-11,Gnuplot,47301
2013-10,SMT,3298
2010-11,WebAssembly,1621
2010-11,Clarion,24261
2013-12,WebAssembly,1493
2013-12,xBase,3668
2007-9,QMake,56176
2001-12,Lex,151268
2020-5,Ballerina,1144
2013-5,WebAssembly,2160
2016-11,Nextflow,673
2015-5,Eagle,41030
2008-11,Brainfuck,333545
2004-1,CLIPS,98225
2004-12,SAS,66713
2009-4,XS,138330
2014-9,REALbasic,121
2002-2,Haskell,71273
2020-5,Cucumber,5219
2013-5,Augeas,29698
2005-4,SAS,88459
2001-7,Module Management System,51526
2001-7,OCaml,62879
2013-6,ChucK,965
2003-3,Vala,1614
2005-5,Verilog,8636
2004-6,Nix,4251
2016-4,Module Management System,55586
2013-5,Jinja,36996
2016-7,Terra,9125
2009-7,XS,86562
2018-11,Matlab,8347
2010-10,XS,178928
2015-4,Racket,579139
2003-12,VHDL,1536
2015-8,SQF,25418
2008-12,Augeas,11731
2015-5,CartoCSS,8164
2015-4,REALbasic,51
2013-2,IDL,41177
2009-5,Procfile,3379
2015-9,Cirru,2343
2005-2,Jasmin,212
2012-7,AutoIt,6734
2009-9,AutoIt,6332
2009-7,FreeMarker,28268
2000-12,AGS Script,3350
2004-1,IDL,15846
2006-9,Procfile,2755
2004-1,Opa,54
2009-8,PigLatin,4555
2009-11,Swift,11728
2013-3,Twig,18046
2002-12,AGS Script,4576
2008-5,AGS Script,7913
2016-9,AutoHotkey,8136
2011-6,Opa,2016
2016-10,VHDL,9604
2016-2,API Blueprint,10283
2019-4,F#,43383
2019-4,AutoHotkey,6975
2016-4,POV-Ray SDL,34522
2020-1,POV-Ray SDL,6290
2006-10,Euphoria,976
2017-6,Rascal,9066
2001-9,ActionScript,8121
2015-9,POV-Ray SDL,50465
2008-7,QML,30006
2009-2,Mustache,24330
2018-2,Scilab,34253
2009-1,ATS,5568
2010-5,Pan,2796
2007-10,SCSS,59837
2009-11,SCSS,56690
2006-2,Mustache,30628
2007-8,Mustache,47333
2016-2,HolyC,45
2002-1,,24134
2016-5,Eagle,10281
2012-6,Julia,12848
2014-11,HolyC,55
2018-3,ApacheConf,23268
2012-10,Io,52245
2019-3,Nim,6736
2015-4,Cirru,7101
2001-2,Vim script,10839
2016-7,CartoCSS,1275
2020-12,MoonScript,563
2012-2,Io,44741
2015-3,Lean,9209
2015-3,Verilog,24801
2019-4,Crystal,3075
2014-2,XProc,8795
2005-4,PicoLisp,17141
2008-5,Cuda,37185
2017-5,Volt,2563
2010-3,Boo,9570
2000-9,Vim script,9679
2001-1,Mercury,5176
2015-5,JSONiq,15484
2010-10,Julia,9778
2014-6,Cirru,5638
2013-11,XProc,5155
2013-11,ColdFusion,22032
2012-9,CartoCSS,7616
2010-9,eC,5364
2008-7,Boo,7975
2005-4,Meson,80326
2009-5,ColdFusion,16561
2018-7,SmPL,32540
2005-5,AMPL,41235
2009-3,AMPL,56280
2006-10,Clean,2557
2013-9,Terra,13505
2016-3,SmPL,31315
2016-5,Zeek,114
2013-12,API Blueprint,3593
2018-9,Max,6867
2017-6,Slice,1155
2018-1,DM,98047
2003-8,Redcode,7904
2014-1,VCL,15214
2002-4,OpenEdge ABL,9037
2009-1,Redcode,8622
2004-11,OpenEdge ABL,9511
2001-12,Redcode,8634
2000-3,PLSQL,11869
2005-1,SaltStack,638
2013-10,PAWN,47871
2020-8,Stylus,6970
2017-8,Clarion,1076
2013-3,LFE,28
2015-6,RPC,9946
2020-4,Terra,7044
2016-7,RPC,12324
2001-11,TypeScript,13198
2016-12,Coq,4706
2016-8,XS,32185
2014-5,VBScript,17051
2020-2,GDScript,16720
2013-2,Augeas,22144
2019-8,Augeas,4365
2008-11,Augeas,8087
2005-4,Nginx,2921
2017-8,LilyPond,2705
2011-11,NASL,19409
2005-12,RPC,5324
2010-10,RAML,2858
2007-12,Nginx,3837
2020-11,Mask,262
2020-7,Open Policy Agent,1251
2018-12,XC,2126
2020-4,Dhall,751
2010-10,Zig,64
2010-2,Terra,8631
2017-1,EmberScript,26606
2007-5,Apex,5779
2018-4,Futhark,157
2018-6,mIRC Script,4503
2013-1,Frege,1782
2020-2,GSC,2339
2008-10,Ragel,2495
2007-12,POV-Ray SDL,43972
2007-5,Ragel,1172
2017-7,PAWN,11279
2008-12,Less,14216
2020-4,Logos,7146
2013-3,Ioke,732
2019-6,Vala,28537
2008-8,Less,15437
2015-8,AGS Script,5583
2017-7,Metal,36622
2015-6,PigLatin,14767
2008-3,TSQL,13312
2016-2,jq,2945
2020-7,HiveQL,16592
2016-8,IGOR Pro,413
2004-6,DOT,15553
2013-10,ASP.NET,7594
2015-10,jq,4119
2000-4,Clojure,696
2018-9,Logtalk,85
2010-8,AutoHotkey,1612
2014-7,HyPhy,1391
2007-11,AspectJ,62635
2008-1,BlitzMax,90
2006-11,Bro,290
2006-11,Hy,247
2006-11,ShellSession,203
2009-2,AngelScript,5527
2009-5,Objective-J,6494
2008-11,Boo,6817
2014-6,AngelScript,16479
2007-9,Hy,325
2010-7,Dhall,40
2010-9,Fancy,297
2007-7,Ioke,120
2016-4,Zimpl,11
2003-6,SQLPL,63696
2005-7,Protocol Buffer,91287
2015-9,J,74855
2006-9,F#,1612
2003-8,Diff,3580
2007-8,XProc,1529
2005-11,mupad,227
2018-6,Terra,4955
2011-3,Rich Text Format,17245
2014-5,Pug,11680
2020-11,Liquid,2823
2005-5,WebAssembly,1552
2000-6,Io,2645
2019-12,MLIR,37515
2003-1,Ragel,705
2011-6,Rascal,2272
2006-3,RobotFramework,306
2004-1,Jinja,547
2012-5,Rascal,602
2009-11,Jinja,1948
2003-2,Jinja,669
2019-9,RobotFramework,41089
2010-9,Rascal,2373
2018-7,BASIC,2267
2019-7,Logos,12277
2017-2,Squirrel,934
2003-8,Mustache,36412
2019-1,HiveQL,20523
2017-8,Dafny,52
2018-12,HiveQL,14260
2016-5,Fantom,626
2018-12,Idris,608
2008-2,Swift,9617
2012-12,YASnippet,1213
2014-2,Objective-J,4556
2020-3,Idris,373
2016-6,Lean,6281
2020-4,Processing,6677
2006-1,Delphi,8430
2007-2,Delphi,10305
2011-1,Delphi,12805
2012-9,TLA,7638
2014-2,TLA,15504
2015-9,Rouge,502
2010-9,Nim,1686
2012-2,Nim,1694
2016-4,mupad,183
2007-1,Component Pascal,6165
2016-3,Lasso,5754
2010-8,Classic ASP,92
2019-12,RAML,1893
2020-4,Classic ASP,671
2018-4,RAML,2531
2002-5,Gettext Catalog,3149
2005-3,Isabelle,811
2004-1,Isabelle,789
2019-5,SQF,1104
2003-3,KiCad,524
2006-1,KiCad,775
2012-3,Ren'Py,12
2014-9,Elvish,99
2000-10,Limbo,1211
2014-2,Pug,6884
2006-3,LLVM,30081
2004-7,LLVM,16562
2001-2,Limbo,1018
2018-7,Stan,499
2010-1,Inform 7,320
2007-11,Genshi,285
2002-11,HLSL,2157
2007-4,HLSL,15843
2012-11,Self,203
2001-2,HLSL,176
2019-9,API Blueprint,1027
2010-11,Pawn,20776
2020-1,Arc,5201
2005-8,QML,11965
2017-9,Lasso,798
2009-2,1C Enterprise,201
2012-8,Turing,15876
2011-6,Fluent,1626
2018-3,Lasso,290
2012-2,Metal,7185
2016-4,AGS Script,4454
2010-11,Click,647
2012-5,Click,3381
2016-2,Turing,1286
2020-5,xBase,3440
2009-3,xBase,4063
2013-9,KRL,793
2015-11,Zephir,3191
2002-2,POV-Ray SDL,17492
2004-1,POV-Ray SDL,26965
2007-9,PureBasic,371
2002-2,Zephir,912
2002-6,Zephir,228
2003-4,Zephir,304
2004-7,Zephir,38
2005-3,JSONiq,598
2008-4,JSONiq,2308
2007-6,JSONiq,529
2001-9,CoffeeScript,5498
2003-7,Dart,540
2007-5,Terra,10265
2005-6,Pawn,12992
2008-12,Game Maker Language,15214
2000-7,Pawn,4314
2017-9,Nunjucks,4144
2018-11,nesC,1348
2019-12,nesC,2013
2020-8,Nunjucks,5937
2007-4,Haml,272
2006-7,Handlebars,8429
2012-7,Component Pascal,12115
2009-1,Component Pascal,8847
2007-7,Squirrel,7607
2016-12,ECL,1786
2018-7,ECL,865
2012-9,ECL,354
2006-4,eC,1337
2017-10,Genie,1247
2019-6,PureScript,3277
2014-1,ZenScript,12
2011-11,REXX,8592
2000-2,SWIG,1189
2019-1,Bicep,4867
2008-3,Mask,32763
2001-4,F#,151
2020-2,XProc,333
2017-12,Isabelle,1127
2001-7,SCSS,7791
2013-5,Turing,16124
2015-9,Red,5717
2016-7,Red,7061
2019-12,Objective-J,597
2019-9,Pike,155
2017-10,Reason,8183
2015-9,Monkey C,478
2010-8,Red,3153
2013-6,Agda,312
2013-6,BlitzMax,118
2020-7,SAS,8572
2017-2,SAS,20142
2003-8,Brightscript,24
2018-10,CLIPS,5288
2013-7,Harbour,515
2009-2,Propeller Spin,144
2009-7,Slim,475
2000-8,CWeb,2628
2008-3,Terra,7810
2017-12,CodeQL,4342
2018-12,CWeb,1401
2001-3,NASL,3326
2016-12,PicoLisp,5396
2015-8,Ecl,16
2015-4,Ecl,53
2018-9,ReScript,5344
2020-1,Propeller Spin,353
2014-8,Grace,44
2017-8,Nimrod,188
2017-7,LoomScript,42
2019-5,RouterOS Script,764
2009-10,Cycript,616
2009-12,Cycript,41
2009-5,TXL,125
2016-6,Pan,697
2020-5,ChucK,18
2019-1,ChucK,16
2016-3,J,39182
2019-3,Witcher Script,278
2016-6,Witcher Script,214
2012-4,JetBrains MPS,425
2020-5,Markdown,116
2020-7,Markdown,149
2015-12,Turing,1846
2010-12,Promela,3655
2006-10,Promela,1040
2001-7,Diff,2490
2000-3,Gettext Catalog,1120
2010-4,NCL,389
2019-9,Turing,1172
2016-9,Befunge,60
2009-12,mIRC Script,1901
2006-4,Slim,225
2020-8,mIRC Script,3926
2008-2,Sass,523
2007-8,Slim,201
2002-3,Slim,11
2017-4,Myghty,1759
2017-1,IGOR Pro,159
2004-7,XML,12303
2011-6,Blade,809
2010-7,Parrot,2457
2014-8,ZenScript,53
2009-2,Faust,204
2009-2,Visual Basic 6.0,415
2018-3,ZenScript,324
2019-9,FLUX,2038
2014-9,Fantom,2743
2005-4,xBase,167
2017-4,ooc,103
2003-7,Fluent,26
2006-1,Fluent,57
2004-8,HCL,121
2004-5,Lean,12
2003-12,PigLatin,87
2006-10,Classic ASP,35
2006-11,ImageJ Macro,3
2002-5,Fluent,1
2005-5,PigLatin,3
2006-6,Boo,5353
2005-5,FreeBasic,448
2009-8,FreeBasic,585
2015-1,Nasal,5824
2013-12,Nasal,3081
2018-7,Uno,141
2014-5,Stan,590
2008-4,ReScript,2215
2009-10,LSL,4420
2000-12,ReScript,956
2003-8,Cap'n Proto,940
2020-2,SRecode Template,3152
2012-2,REALbasic,1
2018-2,Bro,210
2018-4,Bro,290
2018-12,YAML,144
2004-3,RenderScript,3302
2019-10,Ragel in Ruby Host,718
2012-11,MQL5,217
2019-7,Ragel in Ruby Host,572
2018-2,Ragel in Ruby Host,592
2015-5,F*,446
2019-10,YARA,2533
2012-4,GSC,1139
2011-5,GSC,638
2011-5,OpenQASM,1062
2016-2,Xojo,51
2004-9,MAXScript,1763
2020-7,Closure Templates,842
2011-5,PEG.js,1207
2010-4,KiCad Layout,152
2001-9,SmPL,3485
2020-3,Berry,665
2000-4,GCC Machine Description,8722
2017-11,Nearley,706
2014-5,Ballerina,13
2020-11,Asymptote,164
2017-9,Ring,456
2020-8,Ring,172
2018-12,Brightscript,384
2020-1,Ring,197
2019-10,SugarSS,17
2020-2,Chapel,76
2018-4,Ring,147
2019-8,SugarSS,9
2019-10,Csound Score,540
2006-7,V,801
2006-1,V,1135
2014-11,Cool,1165
2016-5,Common Workflow Language,1272
2015-3,GAML,82
2009-8,ASP.NET,1724
2020-1,Oz,219
2001-1,1C Enterprise,93
2006-7,1C Enterprise,36
2007-6,TXL,234
2006-1,Frege,1441
2006-2,Self,382
2019-12,Zephir,697
2016-12,Jolie,694
2013-10,wdl,26
2008-4,AIDL,571
2004-2,AIDL,240
2005-7,AIDL,418
2007-8,AIDL,355
2012-3,ChucK,881
2009-2,ChucK,901
2018-10,Velocity Template Language,162
2015-1,KakouneScript,234
2019-8,Imba,17
2020-6,Imba,34
2012-5,kvlang,491
2006-11,RUNOFF,84
2018-1,PowerBuilder,110
2010-3,PEG.js,634
2015-8,ATS,250
2013-8,XPages,140
2005-11,BASIC,390
2002-4,PEG.js,30
2003-12,BASIC,112
2015-1,Elvish,374
2014-8,Reason,2199
2018-3,Self,4
2018-8,Beef,93
2009-12,Visual Basic .NET,965
2011-6,Monkey,682
2018-7,Grammatical Framework,141
2007-5,Ceylon,450
2014-8,AL,375
2009-12,AL,45
2001-4,FLUX,344
2007-10,Velocity Template Language,6
2015-5,Velocity Template Language,255
2011-7,Velocity Template Language,118
2006-1,MoonScript,46
2019-7,EQ,204
2009-4,DM,12392
2005-9,mupad,326
2015-1,YARA,614
2019-8,Nemerle,24
2019-4,Nemerle,110
2001-8,Fancy,16
2016-1,ASL,3401
2005-11,Reason,468
2014-4,Reason,2183
2014-1,Reason,1716
2007-4,Reason,140
2003-11,Parrot,2156
2002-5,AngelScript,1407
2006-6,YASnippet,2
2007-4,APL,94
2010-8,APL,199
2019-6,Xojo,160
2008-1,ECL,278
2012-8,LabVIEW,613
2019-1,Smali,234
2020-9,Smali,192
2020-11,Redcode,534
2012-12,P4,13
2013-9,Dogescript,111
2019-12,Papyrus,100
2010-11,SQF,1352
2011-7,SQF,166
2009-3,VCL,6338
2008-7,VCL,5168
2017-8,Monkey,62
2005-9,SMT,10
2005-4,Parrot,2285
2013-10,NetLogo,191
2001-7,LOLCODE,3395
2010-8,Chapel,3955
2004-2,Chapel,3532
2001-8,COBOL,3427
2007-4,LOLCODE,3424
2007-10,LOLCODE,3505
2002-7,Chapel,3387
2003-9,Boo,4704
2008-8,LOLCODE,3607
2015-3,Singularity,626
2020-10,LOLCODE,489
2012-4,Stan,324
2015-3,just,4
2019-6,LabVIEW,27
2009-4,Monkey C,478
2003-7,Graphviz (DOT),81
2006-12,ShaderLab,281
2000-9,Jinja,24
2020-4,Papyrus,84
2018-10,Scaml,455
2012-3,Zimpl,436
2011-6,Agda,479
2001-1,Pike,18
2013-12,Zeek,145
2013-6,Zeek,76
2003-8,nesC,621
2010-8,CUE,138
2013-3,CUE,136
2013-8,CUE,274
2009-3,CUE,439
2011-4,JFlex,5597
2011-1,JFlex,3600
2016-3,Uno,44
2020-10,PDDL,115
2014-12,X10,85
2019-11,Alloy,516
2015-6,Fennel,190
2014-3,Jolie,327
2019-6,Nit,34
2018-4,Nit,12
2010-4,Filebench WML,12
2005-2,Filebench WML,19
2005-11,Modula-3,68
2011-11,Modula-3,9
2018-11,Frege,103
2000-10,FLUX,60
2018-7,Wollok,12
2012-12,Pep8,164
2014-7,Velocity Template Language,184
2010-9,Harbour,27
2010-11,NetLogo,45
2013-3,Cadence,208
2006-12,Stan,183
2007-2,NCL,210
2011-6,Stan,198
2011-2,Stan,6
2011-7,Shen,45
2008-12,Smali,102
2013-10,Tea,68
2008-10,X10,19
2007-8,X10,45
2013-6,Papyrus,439
2015-6,Grace,23
2016-11,Kaitai Struct,327
2010-4,Kaitai Struct,1
2011-10,Kaitai Struct,7
2010-2,Common Workflow Language,47
2017-9,Shen,35
2017-8,Shen,24
2002-3,Slice,404
2008-7,Slice,134
2009-3,Whiley,32
2016-2,Berry,272
2015-8,Whiley,92
2013-2,Motoko,138
2014-9,Smithy,230
2006-11,Futhark,58
2019-5,BlitzMax,97
2015-12,Boogie,59
2013-7,Boogie,28
2012-2,Fennel,196
2009-9,MQL4,90
2008-12,Asymptote,121
2011-10,Zig,32
2020-8,NCL,192
2018-8,Fantom,10
2007-3,Scaml,64
2018-7,Alloy,40
2006-10,Solidity,132
2006-10,mcfunction,132
2009-1,Zeek,50
2014-8,Futhark,32
2016-7,Ioke,24
2015-6,Whiley,20
2007-8,MQL5,30
2007-8,Solidity,30
2012-6,Whiley,38
2019-9,Golo,3
2000-1,nesC,48
2015-8,Kaitai Struct,326
2013-7,Kaitai Struct,40
2006-9,LilyPond,276
2003-9,Visual Basic 6.0,7
2008-9,Nextflow,27
2007-10,Nextflow,18
2007-8,KRL,508
2019-12,Jolie,459
2015-6,Charity,7
2013-12,hoon,364
2020-8,RPGLE,22
2017-2,Bikeshed,9
2013-6,Move,72
2012-1,Move,21
2016-7,Portugol,8
2015-1,TXL,30
2019-11,TXL,21
2020-6,Adblock Filter List,715
2018-2,EQ,66
2020-5,EQ,114
2003-6,Click,333
2003-1,Click,330
2002-5,Nimrod,8
2004-7,Nimrod,2
2016-9,BrighterScript,1
2006-5,PowerBuilder,36
2010-5,PowerBuilder,35
2005-4,q,29
2017-2,Self,1
2019-5,Frege,2
2001-6,Visual Basic .NET,2
2005-4,RAML,26
2002-5,ASL,6
2001-4,EJS,3
2006-7,Genie,56
2005-5,ChucK,868
2018-8,Q#,2
2000-1,HiveQL,32
2016-9,NWScript,5
2002-9,Liquid,29
2004-11,NWScript,5
2014-10,NWScript,4
2003-7,Qt Script,49
2014-11,Astro,3
2014-11,Odin,1
2008-3,Mirah,682
2014-8,Curry,2
2006-12,OpenSCAD,48
2013-3,Mermaid,14
2009-6,Bluespec,54
2018-1,Mint,1
2017-6,Mint,12
2009-9,Perl,34309599
2006-6,Python,21904519
2011-3,ASP,25189716
2011-3,SourcePawn,17533187
2011-3,GDB,4389413
2014-4,Awk,8742434
2009-3,GDB,3915160
2012-8,C++,15811741
2012-4,Yacc,11557528
2009-9,ActionScript,132787
2010-4,Shell,19891552
2006-8,DOT,672142
2009-4,Lex,15631020
2006-9,UnrealScript,17361488
2017-2,,249694
2013-8,QMake,334708
2013-4,ActionScript,424415
2018-5,Makefile,2034513
2013-12,JavaScript,8768069
2007-5,Stata,15244
2014-3,Objective-C++,1648644
2009-12,SourcePawn,16616293
2015-8,Groff,1745105
2013-10,CMake,1421297
2005-7,Erlang,907075
2011-11,Awk,23416811
2011-11,Stata,22567
2013-3,Clojure,8996406
2005-10,Erlang,1303597
2005-10,XSLT,3706796
2014-11,Groovy,839502
2008-2,Awk,25882616
2012-7,DOT,1258549
2008-9,Prolog,1410924
2009-10,ASP,12980632
2019-7,Java,569905
2015-2,Protocol Buffer,1487566
2008-12,Prolog,1943197
2015-9,CSS,8126748
2017-2,PHP,1299476
2014-6,Protocol Buffer,1173123
2010-11,SourcePawn,9683818
2008-8,XSLT,4601054
2011-12,Clean,2288
2016-4,Assembly,2120418
2005-5,DOT,1010255
2015-10,C#,1209667
2016-2,Classic ASP,793
2016-3,PLSQL,268913
2017-12,Roff,499792
2008-11,Awk,15407503
2016-1,SuperCollider,56964
2016-1,Yacc,1765270
2017-2,Perl,1962382
2008-12,Lua,285272
2016-2,GCC Machine Description,44131
2014-5,Sage,12745
2017-8,Jinja,71025
2016-11,GLSL,276743
2019-4,OCaml,40768
2014-6,QMake,454837
2018-6,Gherkin,90971
2016-8,PowerShell,1729922
2011-2,C#,717594
2018-9,Python,2036514
2020-11,TypeScript,209387
2009-1,Racket,171447
2020-10,Python,1240275
2013-10,ActionScript,516477
2019-6,Smarty,141419
2017-9,ApacheConf,50272
2017-8,HCL,135090
2016-10,Java,1945904
2013-9,MATLAB,91032
2007-3,Racket,74341
2004-8,Perl,1089825
2006-1,ActionScript,135311
2006-9,CSS,1557472
2012-11,Arduino,213301
2014-11,Prolog,349568
2015-5,Scala,648659
2005-6,Lua,146758
2017-4,Java,1616688
2011-9,Smarty,337540
2016-8,Jinja,53887
2016-8,PLSQL,180999
2017-5,Visual Basic,224463
2012-12,Jupyter Notebook,59602
2014-12,PostScript,1235803
2017-4,OpenSCAD,30899
2009-10,GLSL,294462
2007-11,Java,842297
2012-11,OpenSCAD,17598
2005-12,ApacheConf,287268
2007-1,Java,852548
2001-12,PLSQL,40474
2007-3,Java,880155
2005-11,Java,537467
2018-6,,133708
2012-11,Pascal,512325
2010-11,C#,821893
2012-8,Lua,638522
2001-2,Logos,95469
2017-2,Yacc,768969
2002-2,Logos,129270
2002-2,Scala,69973
2008-2,PLSQL,264739
2011-4,PLpgSQL,278096
2020-7,Makefile,993313
2015-5,Elm,53819
2014-5,AppleScript,325344
2020-5,Lex,220286
2002-10,C,578050
2004-12,Prolog,90211
2018-7,Elm,13867
2018-10,Inno Setup,65607
2011-12,Kotlin,125831
2007-11,Factor,5718
2005-11,Smarty,223694
2003-2,Visual Basic,82993
2003-2,ActionScript,27067
2000-8,VimL,39948
2001-1,CSS,283402
2003-3,Visual Basic,119017
2015-11,Rich Text Format,32625
2009-9,PLpgSQL,242506
2016-9,R,230761
2001-4,Batchfile,144477
2017-4,NSIS,206620
2004-6,Awk,316162
2014-3,Vim script,308505
2020-2,Lex,166859
2001-12,Python,457231
2010-11,Protocol Buffer,350953
2007-8,PowerShell,36911
2010-11,Swift,27855
2020-2,SCSS,203996
2018-9,Groovy,153084
2010-9,Go,431920
2012-5,DIGITAL Command Language,205227
2016-8,Gherkin,261095
2001-8,CMake,131540
2004-1,M4,122295
2009-12,,1840131
2001-9,Scheme,92228
2010-5,Haskell,113532
2005-6,SuperCollider,1417541
2006-3,PostScript,76451
2019-9,VimL,12561
2016-12,Mustache,62836
2013-5,Procfile,19518
2018-1,PowerShell,850240
2015-10,Groff,1099282
2003-1,M4,126404
2001-5,XSLT,212560
2018-5,VimL,12148
2020-10,C#,211468
2001-1,PLpgSQL,38034
2011-5,Red,4732
2012-11,Classic ASP,276
2008-2,Clean,4871
2019-1,Lua,290310
2010-5,PLpgSQL,333864
2009-6,MATLAB,24403
2014-4,DOT,22533
2020-5,Scala,68910
2019-3,MATLAB,90668
2008-4,PostScript,246743
2007-8,M4,1094072
2013-8,Emacs Lisp,795410
2019-6,QMake,58940
2017-1,Click,1761
2015-7,Nix,46223
2018-7,R,111090
2019-4,Lex,227841
2018-12,CoffeeScript,80190
2013-1,EJS,6328
2014-2,Erlang,400052
2003-9,M4,103883
2009-9,Emacs Lisp,489711
2015-12,Julia,28991
2013-11,SWIG,21707
2013-8,OpenSCAD,9309
2017-6,Propeller Spin,2517
2012-9,EJS,4726
2011-12,Arduino,158117
2017-2,Verilog,29529
2002-3,Tcl,141184
2016-2,D,143948
2013-8,Scheme,288181
2018-2,Groovy,210847
2011-5,SCSS,86939
2016-10,GAP,94085
2017-11,Pascal,88864
2015-1,FLUX,115984
2000-7,OCaml,56506
2017-9,Rich Text Format,38600
2005-1,Elixir,44329
2011-3,F#,55713
2014-10,Vim script,267469
2013-8,XML,35772
2019-9,Coq,3554
2013-6,EJS,7050
2013-3,Jupyter Notebook,67764
2010-9,TypeScript,230448
2015-12,Gnuplot,71239
2014-2,Jupyter Notebook,209023
2020-8,ASP,4759
2018-9,Rust,84248
2000-10,OCaml,56789
2008-12,NSIS,424168
2020-2,Vim Script,62988
2016-9,OpenEdge ABL,68140
2016-4,Modula-2,12515
2017-1,Standard ML,50248
2012-7,Forth,118937
2019-12,Standard ML,12312
2010-11,Genshi,13727
2019-3,BlitzBasic,4784
2012-12,Genshi,4248
2007-3,Bison,1579494
2015-8,Vim Script,52209
