YearMonth,LangName,CommitCnts
2016-4,Bicep,7760
2019-12,Solidity,7578
2001-2,F#,185
2018-3,Riot,2384
2018-11,AGS Script,1454
2009-12,Turing,16183
2002-4,Raku,14444
2002-12,Raku,19079
2002-11,Max,2611
2006-3,AngelScript,6744
2002-8,AspectJ,15
2016-5,Oz,1455
2013-10,ShaderLab,1742
2013-5,ShaderLab,1806
2009-5,Blade,1
2005-7,Nu,26490
2013-2,Moocode,305
2014-12,Csound Document,3985
2012-11,Csound Document,3612
2009-8,Earthly,12
2017-7,CLIPS,6724
2011-2,Csound Document,782
2010-1,Earthly,156
2003-3,Brightscript,7
2017-10,CLIPS,5600
2019-8,CLIPS,3702
2005-6,Puppet,15118
2006-1,Propeller Spin,68
2007-6,Propeller Spin,132
2004-9,Propeller Spin,44
2011-7,Mirah,1337
2019-11,PicoLisp,2398
2018-1,CodeQL,5272
2013-2,CWeb,6438
2020-1,E,3929
2001-11,Terra,9196
2007-5,CWeb,4081
2000-1,Terra,2957
2014-6,Nextflow,541
2014-5,Filebench WML,36
2004-12,Mako,677
2017-9,ReScript,4816
2019-2,ReScript,3835
2017-9,HyPhy,2891
2017-6,HyPhy,3348
2009-2,RenderScript,8876
2015-12,Boo,292
2020-3,Nimrod,235
2010-8,SMT,482
2017-4,RouterOS Script,627
2014-9,Nextflow,770
2014-9,KiCad Layout,721
2019-11,ChucK,30
2017-3,TXL,71
2020-8,Witcher Script,159
2013-10,JetBrains MPS,669
2015-11,Chapel,340
2015-11,Opa,300
2005-6,Promela,3068
2003-9,Promela,5499
2000-7,Euphoria,1011
2005-1,mIRC Script,1023
2007-7,Sass,704
2001-11,Slim,70
2004-1,Slim,110
2002-8,Sass,61
2004-1,XML,11665
2001-8,XML,5841
2005-3,XML,15428
2003-2,XML,7569
2002-12,VBA,2066
2002-4,VBA,1932
2000-3,VBA,159
2011-2,Faust,483
2015-12,ZenScript,146
2011-9,Visual Basic 6.0,634
2008-4,Visual Basic 6.0,200
2016-12,StringTemplate,1139
2012-1,Visual Basic 6.0,482
2020-4,Cypher,224
2003-8,Pug,118
2005-3,ooc,544
2010-6,HCL,3574
2011-1,Pug,573
2007-7,Lean,128
2020-2,ooc,18
2008-1,ooc,250
2005-5,Fluent,1
2010-7,ooc,3353
2013-11,FreeBasic,414
2004-9,FreeBasic,407
2005-6,Boo,4981
2007-7,FreeBasic,749
2010-5,WebIDL,66
2012-5,FreeBasic,427
2012-1,Nasal,4420
2016-2,Golo,460
2019-1,PowerBuilder,123
2019-11,PowerBuilder,206
2005-7,Pike,390
2016-10,P4,1232
2003-9,UnrealScript,6222
2015-1,Monkey,175
2009-11,ReScript,3170
2004-12,ReScript,3612
2006-1,ReScript,4074
2007-11,ReScript,4962
2005-7,ReScript,3688
2008-5,ReScript,1580
2003-10,Stata,535
2004-7,Stata,112
2019-10,SRecode Template,7100
2002-5,JetBrains MPS,36
2017-9,YAML,214
2018-2,YAML,167
2020-6,Jolie,472
2001-2,RenderScript,2397
2014-5,NetLogo,133
2016-10,SVG,1
2009-11,Jsonnet,2631
2016-1,F*,538
2010-3,Jsonnet,2669
2019-11,YARA,3582
2010-11,GAMS,161
2013-7,GSC,1073
2017-6,OpenQASM,3083
2010-10,OpenQASM,88
2014-1,Opa,1674
2004-4,RPC,3319
2001-2,MAXScript,2280
2003-8,AngelScript,2446
2016-1,KiCad Layout,1109
2011-4,KiCad Layout,46
2007-9,KiCad Layout,38
2011-12,Polar,48
2019-1,Rouge,177
2017-7,Rouge,204
2006-10,Inform 7,435
2004-7,Inform 7,90
2019-9,P4,138
2007-1,PAWN,30818
2007-11,PAWN,34240
2019-7,Nearley,349
2014-9,Ballerina,31
2017-11,Asymptote,210
2003-2,IGOR Pro,1274
2019-5,Brightscript,90
2020-6,hoon,1124
2017-11,Ring,511
2015-9,kvlang,898
2019-2,Gleam,6
2019-1,SugarSS,10
2018-7,SugarSS,11
2018-10,SugarSS,21
2016-9,DenizenScript,3
2018-1,Csound Score,2553
2016-10,Dogescript,4
2014-7,Cool,1486
2006-3,V,887
2007-3,V,762
2018-11,Cool,1054
2016-10,Cool,1621
2019-8,GAML,86
2020-8,HyPhy,4089
2015-10,Nemerle,1370
2018-7,Oz,124
2009-1,CartoCSS,136
2006-8,Opa,26
2004-6,Thrift,224
2006-8,Xtend,2589
2002-6,XProc,1085
2000-8,XProc,1449
2007-1,TXL,378
2006-8,Self,665
2008-3,Frege,2274
2020-8,Mask,638
2012-3,AIDL,1906
2007-6,AIDL,695
2002-6,Lasso,358
2010-9,Asymptote,151
2012-4,BASIC,1097
2018-12,Marko,189
2014-9,kvlang,1144
2017-3,Closure Templates,1104
2011-8,JFlex,5391
2020-10,Bluespec,25
2010-4,PEG.js,552
2010-10,BASIC,872
2006-7,FreeBasic,772
2018-8,Zephir,865
2018-8,XPages,9
2011-9,VCL,2657
2017-6,Mermaid,1787
2016-11,Mermaid,1797
2014-3,Beef,219
2013-5,Beef,285
2011-3,Visual Basic .NET,2675
2011-7,Visual Basic .NET,2149
2018-12,Grammatical Framework,160
2006-10,Ceylon,660
2009-11,Monkey,135
2009-4,Monkey,108
2009-12,Ceylon,40
2020-5,Bison,11868
2010-3,AL,18
2001-9,REXX,21
2000-8,KRL,823
2007-3,KRL,1149
2018-2,Opa,10
2018-1,Papyrus,350
2019-1,Io,537
2009-12,Velocity Template Language,5
2010-10,Velocity Template Language,1
2020-8,Monkey C,238
2006-9,MoonScript,62
2008-9,Mirah,608
2009-11,Mirah,1139
2009-8,DM,17184
2018-5,CUE,426
2012-6,Kit,18
2007-8,Kit,10
2000-7,Fancy,30
2000-12,Fancy,45
2015-7,Alloy,680
2004-12,Reason,176
2014-8,Bluespec,1821
2008-12,UrWeb,168
2008-12,APL,238
2005-1,APL,69
2019-11,Cadence,3508
2017-4,Factor,370
2010-12,Frege,1713
2019-5,Macaulay2,116
2019-9,Macaulay2,31
2017-4,Wren,585
2013-2,PureScript,905
2009-3,ECL,742
2007-3,ECL,668
2020-10,Smali,103
2018-11,Redcode,1432
2015-3,Cool,1044
2014-10,Marko,150
2006-5,Modelica,158
2003-9,Modelica,151
2004-1,ASL,107
2012-11,Oxygene,1819
2015-5,Grammatical Framework,37
2020-8,KRL,41
2010-8,SQF,50
2018-4,Zimpl,91
2004-6,SQL,1964
2017-9,SQL,65
2007-2,IGOR Pro,913
2003-3,LOLCODE,3260
2009-2,LOLCODE,3250
2007-6,ChucK,1046
2005-7,IGOR Pro,1080
2020-6,LOLCODE,50
2019-9,just,24
2015-7,Shen,107
2006-6,nesC,1428
2002-11,Oz,8
2012-7,Bluespec,21
2019-6,Click,74
2001-8,Mask,114
2012-4,Monkey C,542
2011-4,Monkey C,995
2013-8,Shen,56
2018-12,LOLCODE,93
2009-2,TLA,774
2000-4,mIRC Script,14
2019-2,mupad,306
2000-11,Lasso,234
2009-9,Scaml,93
2020-1,Nu,131
2014-4,NetLogo,221
2005-6,Zimpl,1696
2020-4,CAP CDS,2113
2014-3,CAP CDS,512
2002-2,RobotFramework,240
2002-3,AutoIt,65
2002-11,AutoIt,50
2005-6,Elm,5
2012-8,YARA,136
2019-3,Grace,3
2013-2,CUE,156
2004-5,JFlex,21
2013-5,ShellSession,417
2016-2,PDDL,130
2008-6,PDDL,3
2019-4,Diff,30
2011-11,Stan,113
2009-9,Jolie,279
2013-10,Jolie,248
2003-11,Csound Document,72
2012-10,Filebench WML,13
2008-3,Filebench WML,12
2012-2,Filebench WML,18
2019-3,Wollok,100
2009-7,Wren,44
2013-9,Velocity Template Language,296
2011-3,Velocity Template Language,83
2011-8,Nit,225
2009-9,Idris,225
2014-10,Tea,498
2012-1,X10,48
2009-6,Idris,80
2014-9,Moocode,580
2009-2,Golo,84
2008-10,Shen,18
2015-6,Logtalk,77
2015-6,Tea,30
2011-10,X10,25
2010-9,Golo,32
2009-5,Cirru,137
2004-4,Frege,693
2003-2,Frege,484
2020-6,ATS,29
2002-2,Slice,154
2004-2,Slice,523
2008-8,G-code,82
2007-2,MQL5,96
2013-3,Smithy,132
2014-5,Boogie,288
2009-11,MQL4,30
2011-8,MQL4,90
2013-6,Cypher,36
2006-11,Boogie,58
2006-11,MQL5,58
2008-7,Solidity,74
2019-5,Whiley,84
2018-12,Whiley,82
2013-7,MQL4,28
2007-6,Smithy,40
2011-1,Cypher,44
2009-1,MQL4,50
2008-6,Futhark,20
2007-8,Cypher,30
2016-11,Whiley,10
2018-6,Ioke,6
2019-10,Ceylon,8
2011-8,Kaitai Struct,118
2014-4,Kaitai Struct,30
2005-2,Nextflow,83
2000-3,Mask,34
2014-1,wisp,24
2001-6,Parrot,324
2000-7,Parrot,192
2014-7,Charity,30
2016-5,Genero,1
2009-8,RUNOFF,28
2001-7,Frege,329
2014-8,RPGLE,73
2020-8,Yul,183
2013-4,Move,75
2007-10,Move,88
2012-5,Elvish,1
2010-10,RPGLE,53
2019-12,Q#,145
2017-4,Portugol,26
2012-11,Portugol,1
2012-3,DCPU-16 ASM,20
2008-4,HiveQL,33
2000-8,Click,966
2003-3,GSC,6
2004-9,BrighterScript,60
2010-5,BrighterScript,1
2015-4,Glyph,3
2017-7,Astro,11
2008-10,ABAP,13
2002-10,Jolie,93
2016-2,Astro,10
2001-11,EJS,3
2012-5,HolyC,1
2019-6,KiCad Layout,126
2009-5,PureScript,354
2019-1,Q#,23
2015-8,JFlex,6
2006-2,ChucK,934
2001-2,Liquid,50
2007-10,NWScript,18
2000-12,Liquid,51
2007-8,NWScript,3
2003-7,NWScript,8
2017-5,NWScript,1
2003-3,Ecl,44
2006-10,MTML,2
2002-6,Mirah,60
2002-11,Stata,137
2018-12,INI,14
2019-9,INI,61
2015-5,INI,2
2017-1,INI,1
2017-7,C#,743124
2010-8,TeX,6792593
2011-3,Perl,36092690
2014-7,Clojure,6725056
2005-6,Clojure,4385906
2009-3,Clojure,10866359
2015-7,Clojure,2232469
2012-8,Ruby,4497964
2010-4,Yacc,8912300
2013-7,CSS,8113607
2012-5,CSS,6021503
2013-9,Scilab,15154809
2014-5,Assembly,12186763
2009-4,Assembly,29255737
2016-1,Ruby,4350953
2012-2,Batchfile,2947182
2010-11,Batchfile,2301162
2014-6,ActionScript,303754
2013-5,C++,15468006
2011-10,Perl,25989949
2014-10,PHP,3585393
2009-12,C,34625544
2009-2,Yacc,9858407
2010-2,Lex,12679011
2010-9,UnrealScript,16490207
2012-11,Objective-C,20643762
2008-4,UnrealScript,32216273
2013-9,Lex,14158698
2005-9,Groff,7244157
2012-7,Objective-C,19338710
2013-6,Erlang,557582
2014-9,PowerShell,1677602
2015-8,Assembly,4683308
2012-3,GCC Machine Description,18906
2012-11,PLSQL,456688
2014-12,Groff,2558837
2015-4,Nginx,1359854
2015-10,Ruby,4235273
2015-8,TypeScript,1017529
2011-9,Objective-C++,2426294
2010-12,GDB,2768669
2013-8,C#,1035001
2016-2,Nginx,676839
2013-2,Scala,2731485
2011-5,Batchfile,2373528
2016-2,CMake,1622392
2018-10,CSS,1601525
2014-7,Haskell,240832
2018-10,Ruby,1135218
2012-5,Gherkin,298129
2006-3,Groff,9843237
2011-10,PowerShell,392068
2012-10,Lua,468106
2011-10,HTML,4347635
2016-7,Groovy,577664
2019-7,C#,336729
2015-1,Perl6,443146
2015-11,Emacs Lisp,563392
2002-7,CMake,158123
2018-12,Go,420689
2014-3,HLSL,88248
2015-8,CMake,1669458
2020-10,HTML,1118480
2018-1,Sass,14541
2013-8,Clean,2806
2015-6,QML,180457
2015-4,Prolog,440621
2010-11,Smarty,333352
2013-7,PLpgSQL,526888
2014-2,,1215501
2018-2,TypeScript,362683
2018-5,Perl,1139670
2012-1,Xtend,14134
2013-9,Rich Text Format,25022
2018-5,Dockerfile,1420387
2014-7,Pascal,381162
2007-7,PHP,1532233
2005-2,Java,632323
2019-8,PHP,448743
2016-1,Elixir,50478
2015-3,Logos,265778
2015-3,TeX,701467
2020-5,C++,896199
2010-10,Inno Setup,88913
2016-9,Vue,127547
2004-11,Shell,1151443
2001-1,C,420489
2009-4,Gherkin,88005
2001-4,PHP,201807
2006-12,HTML,1220106
2004-12,HTML,616493
2010-1,GLSL,316466
2005-2,Assembly,495957
2010-1,ActionScript,195649
2001-3,Scala,46501
2010-9,Dockerfile,143797
2009-11,Go,445868
2020-6,Lex,170113
2015-4,Logos,243566
2011-10,Swift,33598
2010-5,R,1304622
2017-2,Lex,665857
2020-11,Gherkin,63461
2011-6,Smarty,358453
2002-2,TeX,217281
2010-2,Clean,5159
2003-12,JavaScript,584480
2003-12,C,602353
2010-12,Swift,26281
2012-12,Raku,34806
2005-1,PLSQL,332102
2000-12,Logos,99831
2007-10,SuperCollider,4542818
2003-5,Awk,272984
2006-5,Gherkin,72990
2005-2,M,26920
2005-8,Gherkin,84022
2007-1,Racket,61530
2008-1,M4,4166176
2001-6,Python,359309
2003-11,Common Lisp,49921
2003-11,Gherkin,77605
2015-11,PostScript,396453
2015-7,Inno Setup,139935
2018-3,PLpgSQL,143340
2001-4,Groff,129389
2010-2,RobotFramework,8004
2015-9,PostScript,788414
2020-10,CoffeeScript,44680
2001-12,Factor,124
2009-3,MATLAB,29071
2013-1,Vim script,176402
2016-8,OCaml,82752
2015-8,QML,121654
2013-9,OpenSCAD,13306
2001-8,M,24901
2008-12,C#,369907
2020-8,Yacc,176589
2016-10,TeX,272102
2006-4,R,441433
2001-10,PostScript,79258
2001-10,R,95062
2002-5,ActionScript,19113
2012-5,MATLAB,56658
2005-8,Common Lisp,55540
2005-8,R,344917
2014-12,Coq,16808
2014-7,Cuda,89022
2016-4,M,25398
2016-1,Elm,44593
2018-9,Jinja,57395
2000-10,C#,92667
2000-10,Scheme,104305
2018-9,PLpgSQL,120706
2015-6,Kotlin,213443
2005-6,R,508694
2014-12,Rust,259896
2019-11,Arduino,1716
2008-4,,1905386
2007-12,OCaml,90930
2004-7,R,113332
2009-2,R,744496
2001-2,OCaml,63836
2016-1,Rebol,28437
2019-5,Classic ASP,745
2016-5,Kotlin,147031
2014-12,Procfile,31948
2018-2,Logos,18821
2013-1,XML,171859
2012-10,SuperCollider,494138
2009-12,Dockerfile,101071
2006-12,PowerShell,31779
2017-6,MAXScript,10907
2019-11,FreeMarker,45788
2020-12,Raku,41160
2015-7,QML,131834
2002-11,OCaml,59047
2008-8,QMake,71389
2017-3,Yacc,809982
2002-1,Makefile,339598
2002-1,TeX,222614
2019-3,Less,82013
2012-7,Gettext Catalog,10508
2019-10,Procfile,32658
2014-4,IDL,77885
2016-9,GAP,83510
2016-9,Emacs Lisp,348066
2017-4,ActionScript,35328
2020-10,Jupyter Notebook,93290
2013-12,Julia,15828
2013-8,RobotFramework,6601
2016-11,Csound,2686
2015-5,BitBake,13672
2017-7,Erlang,53997
2016-1,Click,1286
2017-12,Matlab,26852
2017-5,Elixir,36024
2017-1,Elixir,37797
2020-5,QMake,68006
2020-9,CMake,374899
2016-4,Swift,401558
2001-2,NSIS,23841
2016-3,Mako,219034
2006-4,Ruby,1026090
2009-2,Bison,2994075
2019-7,Mathematica,16140
2006-1,Ruby,1630345
2010-6,SQLPL,228167
2020-12,Scheme,65229
2019-3,QMake,74402
2010-12,Mako,354713
2016-10,NewLisp,13014
2014-4,Perl 6,229390
2019-5,Objective-C++,253250
2011-4,Slash,47219
2011-9,SystemVerilog,29846
2013-5,NewLisp,47485
2017-3,Standard ML,54413
2015-10,Slash,26388
2018-9,Objective-C++,303028
2011-10,Gettext Catalog,9000
2009-10,SQLPL,195676
2016-4,Visual Basic,270986
2003-5,Mathematica,48436
2003-8,Yacc,209346
2008-4,Mako,29263
2007-10,Roff,1447036
2001-5,Slash,24929
2012-2,Rust,90627
2011-12,Ada,167296
2011-10,OpenEdge ABL,103181
2013-8,VBA,1974
2019-10,AspectJ,4304
2000-7,Slash,32348
2006-5,SRecode Template,25788
2002-1,Roff,56251
2017-8,NSIS,169443
2002-6,Smalltalk,32462
2012-5,Gettext Catalog,11019
2000-9,Lua,36839
2011-8,Rust,114340
2013-2,Fortran,121917
2013-2,SystemVerilog,32185
2013-8,Propeller Spin,5035
2016-1,Kotlin,121953
2006-8,Perl 6,94074
2012-3,Haxe,103408
2008-5,Slash,56633
2004-6,Erlang,39844
2007-8,Scheme,183806
2007-11,Haxe,84238
2016-9,Genshi,3259
2007-5,Slash,35662
2007-3,Mathematica,46528
2001-11,SystemVerilog,55523
2005-1,Pascal,345961
2018-2,Standard ML,27268
2004-1,Pascal,220348
2001-3,Slash,35771
2011-12,Haxe,98785
2012-6,Ragel in Ruby Host,59755
2000-3,Emacs Lisp,142573
2000-1,Roff,29959
2003-11,Smalltalk,17561
2020-8,,99632
2010-8,Vim Script,26702
2018-4,Standard ML,26027
2011-8,VBA,3093
2002-8,Roff,72958
2007-12,Gettext Catalog,5585
2006-12,AppleScript,60308
2005-7,sed,15041
2016-11,Hack,198194
2020-1,AutoIt,1934
2015-6,VBA,4400
2005-4,Gettext Catalog,4183
2008-10,PowerShell,63650
2011-7,VBA,2914
2014-5,Processing,67282
2008-3,Objective-C++,1367997
2013-11,FreeMarker,117456
2008-4,ANTLR,7798
2020-3,Elixir,20095
2009-8,Kotlin,77153
2003-11,ANTLR,2500
2010-1,Cap'n Proto,1272
2010-2,Puppet,30783
2017-10,Haml,16044
2019-1,Blade,9557
2003-12,Gettext Catalog,2621
2016-8,Processing,34238
2016-4,Nix,57228
2020-8,NSIS,62710
2014-1,Haml,6652
2018-2,Dart,19691
2008-4,OCaml,107230
2017-7,1C Enterprise,80239
2012-7,NASL,17900
2018-11,Limbo,1700
2020-5,Pawn,50536
2013-10,Gnuplot,85595
2016-11,NASL,30596
2012-12,BlitzBasic,12317
2013-12,Mercury,15174
2009-3,LilyPond,8946
2010-3,LilyPond,6755
2013-1,Parrot,1505
2013-6,Verilog,25423
2017-1,Limbo,5376
2020-7,Clojure,117085
2014-12,1C Enterprise,25669
2018-3,Cython,52136
2007-3,OCaml,110004
2019-12,Clojure,87974
2017-7,Modula-3,342
2001-2,PLSQL,27672
2005-7,TypeScript,86552
2007-2,PLpgSQL,233616
2012-4,Csound,2381
2004-2,Cucumber,72710
2003-2,AppleScript,31944
2001-12,FORTRAN,150206
2007-8,FORTRAN,147801
2015-11,E,15940
2004-6,Smarty,76018
2009-6,Cucumber,122433
2014-9,Pawn,21547
2006-6,Cucumber,88520
2004-2,Groff,217222
2019-2,M,6374
2012-5,BitBake,11208
2005-2,TypeScript,57522
2019-3,GLSL,128205
2007-3,Cython,4255
2011-10,LilyPond,8873
2004-10,Dockerfile,25828
2007-4,Thrift,23214
2002-5,Perl6,108221
2015-2,Csound,2549
2017-4,Liquid,8011
2014-7,Mask,23470
2016-2,AMPL,74862
2003-4,Dockerfile,8909
2009-1,Rich Text Format,10346
2011-7,Elm,36120
2011-7,Mask,19103
2001-12,Tcl,149105
2018-3,LLVM,236628
2002-6,EmberScript,13489
2001-12,SuperCollider,37191
2014-5,EmberScript,43272
2005-12,Arc,15090
2020-2,LLVM,111834
2013-1,eC,20136
2013-3,Pure Data,62174
2014-9,Eiffel,21627
2014-6,Pure Data,49694
2000-2,Bison,23674
2008-6,GDScript,19658
2011-3,XQuery,61666
2018-12,Handlebars,33749
2002-9,E,40945
2001-6,SuperCollider,32266
2002-3,E,38425
2008-3,Nemerle,23867
2010-11,Nemerle,21194
2007-4,E,40460
2003-7,Nemerle,30162
2015-12,Slim,3395
2013-2,Pure Data,53349
2008-4,Processing,7994
2000-3,GAP,65353
2006-2,Arc,10434
2016-7,SQF,4821
2002-9,Inno Setup,14467
2007-5,Processing,6730
2017-9,XQuery,19347
2013-9,Vala,29845
2007-12,Meson,8812
2018-8,Prolog,41426
2010-9,Diff,27752
2013-12,XQuery,35623
2020-9,Tcl,62393
2017-8,Earthly,729
2018-1,Matlab,24106
2013-7,XS,83443
2014-5,SQL,13435
2012-11,Nu,2704
2020-9,XQuery,12363
2015-12,Starlark,65179
2019-11,Nu,71
2020-9,Elixir,13869
2015-11,Glyph,12
2011-1,CLIPS,144585
2019-2,AppleScript,10860
2015-10,CLIPS,32693
2012-10,Verilog,47778
2010-12,CLIPS,94493
2016-12,Brainfuck,12665
2018-6,Liquid,4450
2010-7,Module Management System,132115
2016-11,VBScript,13722
2016-11,xBase,3934
2007-12,Hack,60556
2008-1,Hack,54190
2020-2,Liquid,1996
2018-2,Brainfuck,8981
2005-10,Brainfuck,268902
2001-2,Module Management System,43273
2012-1,Brainfuck,379454
2020-12,Cucumber,3102
2002-2,Arc,4476
2000-1,CLIPS,44110
2002-3,SAS,76132
2008-9,CLIPS,79287
2006-10,Vala,6005
2003-9,CLIPS,63302
2016-6,Turing,1214
2013-3,CartoCSS,7460
2006-8,VHDL,8400
2002-10,Nix,3316
2016-5,Isabelle,4280
2002-6,Oxygene,1628
2002-5,,28371
2006-6,XS,156952
2007-2,Nix,6189
2003-10,Nix,5118
2010-2,BlitzBasic,6574
2008-9,Oxygene,1318
2005-1,XS,97006
2010-8,IDL,45347
2014-4,Twig,22552
2015-12,Cirru,2589
2013-11,AGS Script,12405
2009-12,SQL,4798
2012-5,AGS Script,13350
2010-9,IDL,46577
2010-11,Ragel,13489
2015-9,LSL,3955
2012-5,DM,73789
2020-7,Erlang,19765
2010-12,ColdFusion,23549
2014-10,Ragel,14651
2013-9,SQL,11111
2003-4,IDL,17833
2008-9,Eagle,17297
2001-4,GLSL,13387
2001-11,AGS Script,2893
2009-8,AGS Script,15185
2019-2,Common Lisp,31501
2015-11,Cirru,3308
2007-10,OpenEdge ABL,23727
2014-4,AutoIt,11534
2020-12,Classic ASP,390
2012-10,Twig,16949
2020-4,HLSL,28594
2017-8,RobotFramework,43925
2014-9,POV-Ray SDL,56866
2019-1,Latte,307
2008-3,SQLPL,144480
2006-6,Vim script,73421
2008-6,QML,23732
2009-1,Puppet,26282
2005-12,Verilog,11028
2012-8,Julia,15158
2006-10,LLVM,24702
2006-2,Pan,3165
2015-4,Coq,12415
2016-7,Euphoria,1415
2009-8,LLVM,62488
2020-9,POV-Ray SDL,6620
2016-6,Starlark,89946
2015-12,Racket,16011
2014-7,MoonScript,25344
2008-11,Mercury,9700
2013-7,LSL,9829
2019-3,Odin,169
2003-6,Mercury,3908
2010-12,LSL,10894
2012-2,Lean,3675
2015-3,LSL,4263
2005-11,Mercury,4773
2002-5,Rust,38532
2011-10,Cirru,7673
2007-11,Vim script,59093
2015-8,GDScript,17646
2000-12,Mercury,4845
2017-3,Nim,7560
2003-7,Cuda,11552
2001-9,Mercury,2961
2015-6,XProc,8872
2011-11,XProc,7437
2012-2,Visual Basic .NET,2375
2016-6,Volt,5386
2019-7,Volt,840
2016-5,LilyPond,4719
2000-10,Mercury,5014
2013-1,Cirru,9562
2016-9,Game Maker Language,8003
2015-8,Lean,8113
2009-5,Raku,32248
2010-1,eC,7905
2013-5,API Blueprint,6463
2015-6,Nimrod,19522
2012-6,Augeas,17040
2019-8,Zeek,667
2016-11,SmPL,28663
2019-7,SmPL,45507
2017-9,AngelScript,8572
2005-12,XQuery,5808
2008-9,AMPL,56403
2004-3,AMPL,9633
2014-4,API Blueprint,3861
2018-9,Zeek,652
2018-2,Stylus,9158
2003-1,AMPL,1510
2020-5,Kaitai Struct,365
2015-7,Slim,3660
2014-10,Max,23194
2008-7,OpenEdge ABL,23830
2013-3,Max,35111
2001-3,Redcode,6863
2005-4,Jupyter Notebook,21002
2005-6,Jupyter Notebook,32511
2004-10,QMake,54388
2006-10,GCC Machine Description,10599
2005-10,GCC Machine Description,8337
2006-6,GCC Machine Description,9390
2000-1,OpenEdge ABL,5660
2010-4,Redcode,11523
2002-10,PLpgSQL,69609
2000-10,SaltStack,3476
2014-9,LFE,87
2015-11,Jasmin,2622
2018-7,Clarion,1351
2019-6,AIDL,14829
2009-3,Diff,28637
2017-9,PigLatin,4056
2020-2,Ada,11343
2001-3,Objective-J,53
2019-2,XS,9360
2018-5,Stata,2374
2014-6,RAML,10260
2014-1,VBScript,16541
2018-6,Julia,13689
2019-2,Stylus,6403
2018-3,Metal,14933
2012-8,Modelica,2044
2015-2,Idris,5427
2018-12,GDScript,9533
2019-2,Augeas,3600
2019-12,Mask,846
2015-10,ooc,5815
2015-8,G-code,4565
2020-7,OpenSCAD,4385
2013-6,Graphviz (DOT),32156
2010-7,Graphviz (DOT),62240
2020-11,SourcePawn,133131
2020-4,Open Policy Agent,1389
2017-8,Zig,899
2016-12,EmberScript,28744
2016-5,Dhall,523
2012-5,Frege,2023
2009-11,Terra,11609
2007-2,Kotlin,47727
2013-8,Terra,13952
2020-8,Coq,3509
2018-1,Zig,890
2017-5,PureBasic,118680
2020-4,GSC,1362
2007-6,Vue,10018
2015-2,Web Ontology Language,9721
2020-6,Matlab,5785
2008-1,Vue,11824
2017-9,PAWN,6956
2012-1,Gosu,11854
2012-1,PAWN,39594
2016-2,DM,197374
2015-4,Zephir,6598
2011-7,Less,34178
2020-12,Logos,5804
2013-7,Zephir,2380
2015-3,VCL,44099
2017-12,PigLatin,2393
2000-7,Clojure,970
2012-12,IGOR Pro,610
2017-4,q,18006
2017-5,VCL,19285
2000-9,Clojure,502
2007-5,Logtalk,677
2011-8,Lasso,20368
2013-9,Web Ontology Language,8611
2014-11,HyPhy,1240
2008-6,Max,24694
2011-2,AngelScript,8530
2008-1,Logtalk,172
2006-11,Modelica,463
2009-2,Tea,105
2007-2,Modelica,623
2012-1,MoonScript,768
2007-10,Gosu,1127
2008-12,Fantom,408
2011-11,Boo,4930
2015-10,NetLinx,82
2005-5,XProc,3670
2012-11,mupad,1208
2002-9,mupad,464
2007-2,XProc,1839
2002-5,mupad,124
2008-1,Starlark,2008
2006-11,Diff,14134
2015-6,PEG.js,1528
2013-10,Jsonnet,7470
2016-7,Jsonnet,10733
2013-7,Jsonnet,5164
2015-3,Rascal,9271
2007-3,WebAssembly,1903
2001-1,WebAssembly,618
2020-7,DIGITAL Command Language,20938
2014-7,Rascal,7188
2019-5,BASIC,1910
2008-3,XC,26656
2007-12,XC,14633
2017-2,HiveQL,24996
2003-5,Hack,60511
2013-4,HiveQL,14635
2011-8,HiveQL,4269
2013-4,Objective-J,4256
2017-3,F*,839
2004-11,Brainfuck,50964
2014-3,Modelica,3801
2014-7,Squirrel,2194
2015-10,eC,13322
2009-9,TLA,2766
2016-7,eC,4332
2017-6,eC,6867
2002-10,Delphi,8573
2003-8,Processing,541
2003-3,Processing,486
2012-2,Idris,5083
2012-2,Isabelle,2537
2020-7,Apex,11425
2004-3,LiveScript,1381
2019-8,Coq,3992
2020-1,Classic ASP,467
2013-11,LookML,35
2005-8,KiCad,754
2004-8,VBScript,5780
2012-10,Promela,5312
2010-5,Haml,2839
2005-11,LLVM,17513
2008-6,Limbo,5389
2001-3,Limbo,1192
2007-3,Limbo,3577
2002-3,Julia,1428
2001-4,Julia,1089
2012-8,Limbo,6881
2008-1,Limbo,9062
2002-2,HLSL,3215
2014-9,Self,30
2017-11,Earthly,468
2008-6,Pawn,10340
2016-5,FLUX,14683
2008-12,Pawn,8997
2011-2,Csound,1359
2007-10,Turing,24841
2002-7,Csound,691
2020-11,LiveScript,597
2006-7,Coq,3642
